9.02923, 7.11594, 0.28415
6.40032, 4.10392, 0.16881
9.11746, 7.24132, 0.28161
5.10852, 4.14789, 0.17310
9.01991, 7.25156, 0.28221
9.16784, 7.22413, 0.36735
9.05766, 7.21670, 0.37003
9.07321, 7.30101, 0.45194
9.26972, 7.54616, 0.62406
9.71282, 7.97716, 1.07995
