0.15748, 0.12968, 0.00144
0.66060, 0.53001, 0.00558
1.48158, 1.16741, 0.01247
2.58954, 2.11498, 0.02179
4.04408, 3.45415, 0.03408
5.98801, 4.87880, 0.04896
8.29668, 6.67925, 0.06715
10.84387, 8.75972, 0.08662
13.58134, 10.73072, 0.10952
16.96263, 13.97265, 0.13644
